WIN_NAME,win_nationalid,win_country_code,winner_id,name,bvdidnumber
elster medicion s.a.u.,,es,458161,Elster Medicion SAU,ESA 28164762.00
"elster medicion, s.a.u",,es,458162,Elster Medicion SAU,ESA 28164762.00
elster medicion; s.a.u.,,es,458163,Elster Medicion SAU,ESA 28164762.00
elster rometrics s.r.l.,,ro,458182,Elster Rometrics SRL,RO6552969
elster rometrics srl,,ro,458183,Elster Rometrics SRL,RO6552969
elster water metering bv,,nl,458187,Elster Water Metering B.V.,BR19127199000141
eltel networks a/s,,dk,458356,Eltel Networks AS,NO912955915
eltel networks a/s,,dk,458356,Eltel Networks A/S,DK25501918
eltel networks as,,ee,458360,Eltel Networks AS,NO912955915
eltel networks as,,ee,458360,Eltel Networks A/S,DK25501918
eltel networks energetyka s.a.,,pl,458363,Eltel Networks Energetyka S.A.,PL510504190
eltel networks energetyka sa,,pl,458370,Eltel Networks Energetyka S.A.,PL510504190
eltel networks infranet ab,,se,458378,Eltel Networks Infranet AB,IE904364
eltel networks infranet ab,,se,458378,Eltel Networks Infranet AB,SE5565551073
eltel networks oy,,fi,458385,Eltel Networks Oy,FI15482348
eltel networks pohjoinen oy,1460916-7,fi,458392,Eltel Networks Pohjoinen Oy,FI14609167
eltera as,,no,458406,Eltera AS,NO811600792
eltodo a.s.,,cz,458456,"ELTODO, a.s.",CZ45274517
"eltodo, a.s.",,cz,458473,"ELTODO, a.s.",CZ45274517
eltodo; a.s,,cz,458486,"ELTODO, a.s.",CZ45274517
eltodo; a.s.,,cz,458487,"ELTODO, a.s.",CZ45274517
eltra,,mk,458508,Eltra,BE0404637577
"eltra, s.r.o.",31674267,sk,458518,"ELTRA, s.r.o.",SK31674267
eltrim kable sp. z o.o.,,pl,458566,Eltrim Kable Sp. z o.o.,PL280169727
elu konsult aktiebolag,,se,458603,Elu Konsult Aktiebolag,SE5563410421
elvac a.s.,25833812,cz,458643,ELVAC a.s.,CZ25833812
"elvac, a.s.",25833812,cz,458651,ELVAC a.s.,CZ25833812
elvbygg aktiebolag,556643-8494,se,458659,Elvbygg Aktiebolag,SE5566438494
elvera oy,1004620-5,fi,458669,Elvera Oy,FI10046205
elvir,,fr,458754,Elvir,FR389297664
elzaburu; s.l.p.,,,458954,Elzaburu SLP,ESB 80181662.00
em. z. svitzer a/s,29185581,dk,459485,Em. Z. Svitzer A/S,DK29185581
ema,,,459500,EMA,BG030113826
emab,,fr,459537,Emab,FR790198477
emac,,,459539,"Emac Co.,Ltd.",JP2040001062018
emagine consulting a/s,26249627,dk,459570,emagine Consulting A/S,DK26249627
emagine sp. z o.o.,,pl,459575,Emagine Sp. z o.o.,PL140920284
emalec,,fr,459607,Emalec,FR423831437
emart,,de,459687,E-Mart INC,KR1101114594952
embriq as,,no,459878,Embriq AS,NO993884871
emc,,dk,459893,EMC Corp,US042680009
emc computer systems france,,fr,459901,EMC Computer Systems France,FR317705226
emc computer systems italia s.p.a.,,it,459902,EMC Computer Systems Italia S.P.A.,IT08970520154
emc computer systems italia spa,,it,459904,EMC Computer Systems Italia S.P.A.,IT08970520154
emc computer systems spain sau,,es,459905,EMC Computer Systems Spain Sau.,ESA 28639235.00
emc computer systems spain; s.a.u.,,es,459909,EMC Computer Systems Spain Sau.,ESA 28639235.00
emc computer systems spain; sau,,es,459911,EMC Computer Systems Spain Sau.,ESA 28639235.00
emc computer-systems oy,1031986-7,fi,459912,EMC Computer-Systems Oy,FI10319867
emc instytut medyczny s.a.,,pl,459936,EMC Instytut Medyczny S.A.,PL933040945
emc instytut medyczny sa,,pl,459940,EMC Instytut Medyczny S.A.,PL933040945
emc2,,,459967,Emc2,FR775616626
emco gmbh,,at,460059,EMCO GmbH,AT9130016392
emcor group (uk) plc,,uk,460085,Emcor Group (UK) PLC,GB00806888
emera,,fr,460363,Emera INC,CA30175NC
emera,,fr,460363,Emera,FR399751452
emerald publishing limited,,uk,460378,Emerald Publishing Limited,GB03080506
emergency one (u.k) limited,,uk,460463,Emergency ONE (U.K.) Limited,GBSC319443
emergency one (uk) limited,,uk,460464,Emergency ONE (U.K.) Limited,GBSC319443
emerson polska sp. z .o.o. sp.k.,,pl,460567,Emerson Polska Sp. z o.o. sp.k.,PL590000402
emerson polska sp. z o.o. sp.k.,,pl,460573,Emerson Polska Sp. z o.o. sp.k.,PL590000402
"emerson polska sp. z o.o., sp.k.",,pl,460576,Emerson Polska Sp. z o.o. sp.k.,PL590000402
emerson process management,,be,460580,"Emerson process management co., ltd.",CN9361216019
emerson process management,,be,460580,Emerson Process Management SAS,FR652054198
emerson process management,,be,460580,Emerson Process Management SAS,FR441255411
emerson process management,,be,460580,Emerson Process Management,BE0419044354
emerson process management,,be,460580,Emerson Process Management,US166168014L
emerson process management power and water solutions sp. z o.o.,,pl,460584,Emerson Process Management Power and Water Solutions Sp. z o.o.,PL710021159
emerson process management romania s.r.l.,,ro,460585,Emerson Process Management Romania SRL,RO24466149
emerson process management romania srl,,ro,460586,Emerson Process Management Romania SRL,RO24466149
emerson process management sp. z o.o.,,pl,460587,Emerson Process Management Sp. z o.o.,PL012592385
emerson process management srl,,it,460590,Emerson Process Management S.R.L.,IT13186130152
"emerson process management, s.r.o.",60487071,cz,460591,"Emerson Process Management, s.r.o.",CZ60487071
emerson process management; s.r.o.,,cz,460592,"Emerson Process Management, s.r.o.",CZ60487071
emg,,fr,460663,EMG,FR326752797
emg nederland b.v.,32063228,nl,460679,EMG Nederland B.V.,NL32063228
emg nederland bv,32063228,nl,460680,EMG Nederland B.V.,NL32063228
emi,,fr,460709,EMI Corp,US127913206L
emi,,fr,460709,"EMI Co., Ltd.",JP4011101054401
emicela; s.a.,,es,460763,Emicela SA,ESA 35081785.00
emil frey auto centar d.o.o.,,hr,460786,Emil Frey Auto Centar d.o.o.,HR01930677284
emil frey auto centar d.o.o.,,hr,460786,Emil Frey Auto Centar D.O.O.,RS20941413
emil kiessling gmbh,,de,460813,Emil Kiessling GmbH,DE8190517252
emil leitz gmbh,,de,460816,Emil Leitz GmbH,DE7370000321
emil lundgren ab,,se,460818,Emil Lundgren AB,SE5560493263
emile gaddarkhan et fils,,fr,460884,Emile Gaddarkhan et Fils,FR401930607
emile gaddarkhan et fils sas,,fr,460885,Emile Gaddarkhan et Fils,FR401930607
emilio bolado; s.l.,,es,460957,Emilio Bolado SL,ESB 39451471.00
emilio bolado; sl,,,460958,Emilio Bolado SL,ESB 39451471.00
eminence,,,461066,Eminence,FR350169124
eminence sas,,fr,461069,Eminence,FR350169124
eminox limited,,uk,461082,Eminox Limited,GB01349209
emirates,,dk,461099,Emirates,AU073569696
emirates,,dk,461099,Emirates,IE908601
emirates,,dk,461099,Emirates,KR1101810039690
emirates,,dk,461099,Emirates,NZ9429037994020
emirates,,dk,461099,Emirates,SE5020728753
emitech,,fr,461156,Emitech,FR344545645
emitech sas,,fr,461157,Emitech,FR344545645
emitel s.a,,pl,461163,Emitel S.A.,PL146945210
"emitel s.a,",,pl,461165,Emitel S.A.,PL146945210
emitel s.a.,,pl,461166,Emitel S.A.,PL146945210
emitel sa,,,461174,Emitel S.A.,PL146945210
emitel sa.,,pl,461176,Emitel S.A.,PL146945210
emitel sp z o.o.,,pl,461179,EMITEL Sp. z o.o.,PL142708938
emitel sp. z o.o,,pl,461186,EMITEL Sp. z o.o.,PL142708938
emitel sp. z o.o.,,,461187,EMITEL Sp. z o.o.,PL142708938
emlyon executive education,,fr,461323,Emlyon Executive Education,FR505388017
emmeci,,it,461507,Emmeci,IT06042300159
emmeci srl,,it,461521,Emmeci SRL,IT04165020407
emmeci srl,,it,461521,Emmeci S.R.L.,IT01934430164
emmegi s.r.l.,,it,461533,Emme.Gi. S.R.L.,IT00379100936
emmegi s.r.l.,,it,461533,Emmegi S.R.L.,IT01681290357
emmegi spa,,it,461534,Emmegi S.P.A.,IT01978870366
emmepi,,it,461550,Emmepi,ITTO0800141
emmepi s.r.l.,,it,461551,Emmepi S.R.L.,IT01589630704
emmepi srl,,it,461554,Emmepi S.R.L.,IT01589630704
emovis,,fr,461657,Emovis,GBML7398607
emovis,,fr,461657,Emovis,FR500717103
emovis sas,,fr,461658,Emovis,GBML7398607
emovis sas,,fr,461658,Emovis,FR500717103
empl fahrzeugwerk gmbh,,at,461927,Empl Fahrzeugwerk GmbH,AT9050006696
empl fahrzeugwerk gmbh deutschland,,de,461936,EMPL Fahrzeugwerk GmbH Deutschland,DE3290025117
empower ab,556756-1062,se,462036,Empower AB,SE5567561062
empower oy,,fi,462044,Empower Oy,FI18648286
empresa de alumbrado electrico de ceuta; sa,,es,462132,Empresa de Alumbrado Electrico de Ceuta SA,ESA 11900057.00
empresa monforte sa,,es,462230,Empresa Monforte SA,ESA 15019243.00
"empresa monforte, s.a.",,,462243,Empresa Monforte SA,ESA 15019243.00
empresa monforte; s.a,,es,462253,Empresa Monforte SA,ESA 15019243.00
empresa monforte; s.a.,,es,462254,Empresa Monforte SA,ESA 15019243.00
empresa monforte; sa,,es,462257,Empresa Monforte SA,ESA 15019243.00
empresa ruiz; s.a.,,es,462273,Empresa Ruiz SA,ESA 28131274.00
"empresa sagales, sa",A08005696,es,462274,"Empresa Sagales, SA",ESA 8005696.00
empresa sagales; sa,,es,462275,"Empresa Sagales, SA",ESA 8005696.00
empresarios agrupados internacional s.a.,,es,462301,Empresarios Agrupados Internacional SA,ESA 80473424.00
empresarios agrupados internacional sa,,es,462302,Empresarios Agrupados Internacional SA,ESA 80473424.00
"empresarios agrupados internacional, s.a.",A80473424,es,462304,Empresarios Agrupados Internacional SA,ESA 80473424.00
empresarios agrupados; a.i.e.,,,462306,Empresarios Agrupados AIE,ESV28664472
empty s.l.,,es,462339,Empty SL,ESB 80052749.00
"empty, s.l.",,es,462340,Empty SL,ESB 80052749.00
empty; s.l.,,,462341,Empty SL,ESB 80052749.00
empty; sl,,es,462343,Empty SL,ESB 80052749.00
emr,,fr,462349,EMR INC,US190565805L
emr,,fr,462349,EMR INC,US181839159L
emr,,fr,462349,EMR INC,US177504735L
emr european metal recycling gmbh,,de,462364,EMR European Metal Recycling GmbH,DE2150163851
ems,,,462418,EMS INC,US128735987L
emsa maquinaria y proyectos s.l.,B86055472,es,462533,Emsa Maquinaria Y Proyectos SL,ESB 86055472.00
"emsa maquinaria y proyectos, s.l.",,es,462536,Emsa Maquinaria Y Proyectos SL,ESB 86055472.00
emsa maquinaria y proyectos; s.l.,,,462538,Emsa Maquinaria Y Proyectos SL,ESB 86055472.00
emsor s.l,,es,462579,Emsor SL,ESB 78923034.00
emsor s.l.,,es,462580,Emsor SL,ESB 78923034.00
emsor sl,B78923034,es,462583,Emsor SL,ESB 78923034.00
"emsor, s.l",B78923034,es,462596,Emsor SL,ESB 78923034.00
"emsor, s.l.",,es,462597,Emsor SL,ESB 78923034.00
"emsor, sl",B78923034,es,462599,Emsor SL,ESB 78923034.00
emte sistemas s.a.,,,462651,Emte Sistemas SA,ESA 8935728.00
emte sistemas sa,,,462655,Emte Sistemas SA,ESA 8935728.00
emte sistemas; s.a.,,es,462657,Emte Sistemas SA,ESA 8935728.00
emte sistemas; sa,,,462659,Emte Sistemas SA,ESA 8935728.00
emte; s.a.,,es,462664,Emte SA,ESA 8133670.00
emu,,fr,462812,EMU,BG835013079
emulithe,,,462824,Emulithe,FR348867904
emulithe sas,,,462833,Emulithe,FR348867904
emurtel s.a,A-73012569,es,462867,Emurtel SA,ESA 73012569.00
emurtel s.a.,A73012569,es,462868,Emurtel SA,ESA 73012569.00
emurtel sa,A73012569,es,462869,Emurtel SA,ESA 73012569.00
"emurtel, s.a",A73012569,es,462882,Emurtel SA,ESA 73012569.00
"emurtel, s.a.",,es,462883,Emurtel SA,ESA 73012569.00
emurtel; s.a,A73012569,es,462886,Emurtel SA,ESA 73012569.00
emurtel; s.a.,,,462887,Emurtel SA,ESA 73012569.00
emurtel; sa,,,462889,Emurtel SA,ESA 73012569.00
en co,,fr,463004,"en Co.,Ltd.",JP2290001072693
en co,,fr,463004,en CO,FR420911406
en-sure ltd,,mt,463089,"Ensure Co., Ltd.",TW35916486
en.plus,,,463127,"Enplus Co.,Ltd",KR1355110144291
en.plus gmbh,,de,463129,En.plus GmbH,DE3170279369
enable,,uk,463161,Enable Inc.,JP3180301016121
enable scotland,,uk,463172,Enable Scotland,GBSC278976
enable scotland (leading the way),,uk,463173,Enable Scotland (Leading THE Way),GBSC145263
enablon,,fr,463186,Enablon,FR433246097
enaco energieanlagen- und kommunikationstechnik gmbh,,de,463190,ENACO Energieanlagen- und  Kommunikationstechnik GmbH,DE8330024552
enaco sverige ab,556543-9337,se,463192,Enaco Sverige AB,SE5565439337
enalp,,,463212,Enalp,FR493175350
enalp sas,,fr,463216,Enalp,FR493175350
enalpin ag,,ch,463217,EnAlpin AG,CHCHE105901253
enav s.p.a.,,it,463270,Enav S.P.A.,IT97016000586
enbw kernkraft gmbh,,de,463294,EnBW Kernkraft GmbH,DE7050229945
enbw vertrieb gmbh,,,463305,EnBW Vertrieb GmbH,DE7330520444
enc,,fr,463312,ENC INC,KR1101111649742
enco,,at,463357,Enco LLC,US193556721L
encore,,,463430,Encore,US259009871L
encore,,,463430,"En-Core Co.,Ltd",KR1101111484263
endel,,fr,463510,Endel,FR438277030
endel sas,,fr,463517,Endel,FR438277030
endesa energia s.a. - sucursal em portugal,980245974,pt,463598,"Endesa Energia, S.A. - Sucursal EM Portugal",PT980245974
endesa energia s.a.u,A81948077,es,463604,Endesa Energia SAU,ESA 81948077.00
endesa energia s.a.u.,,,463605,Endesa Energia SAU,ESA 81948077.00
endesa energia sa (sucursal em portugal),,pt,463611,"Endesa Energia, S.A. - Sucursal EM Portugal",PT980245974
endesa energia sau,,es,463616,Endesa Energia SAU,ESA 81948077.00
"endesa energia, s.a. — sucursal em portugal",,pt,463653,"Endesa Energia, S.A. - Sucursal EM Portugal",PT980245974
"endesa energia, s.a., sucursal em portugal",980245974,pt,463654,"Endesa Energia, S.A. - Sucursal EM Portugal",PT980245974
"endesa energia, s.a.u.",,es,463655,Endesa Energia SAU,ESA 81948077.00
"endesa energia, sau",,es,463665,Endesa Energia SAU,ESA 81948077.00
endesa energia; s.a.u,,es,463670,Endesa Energia SAU,ESA 81948077.00
endesa energia; s.a.u.,,,463671,Endesa Energia SAU,ESA 81948077.00
endesa energia; s.au.,,,463673,Endesa Energia SAU,ESA 81948077.00
endesa energia; sa – sucursal em portugal,,pt,463678,"Endesa Energia, S.A. - Sucursal EM Portugal",PT980245974
endesa energia; sau,,,463683,Endesa Energia SAU,ESA 81948077.00
"endesa, sa",,es,463805,Endesa SA,ESA 28023430.00
endologix,,,464035,"Endologix, Inc.",US680328265
endress + hauser,,,464262,Endress + Hauser,FR946250982
endress + hauser aktiebolag,556104-7951,se,464264,Endress + Hauser Aktiebolag,SE5561047951
endress + hauser italia spa,,it,464269,Endress + Hauser Italia S.P.A.,IT01942780154
endress +hauser polska sp. z o.o.,,pl,464275,ENDRESS + HAUSER POLSKA Sp. z o.o.,PL011213925
endress et hauser,,fr,464280,Endress et Hauser,BE0401885648
endress hauser,,fr,464288,Endress + Hauser,FR946250982
endress hauser italia s.p.a.,,it,464289,Endress + Hauser Italia S.P.A.,IT01942780154
endress hauser polska sp. z o.o.,,pl,464290,ENDRESS + HAUSER POLSKA Sp. z o.o.,PL011213925
endress hauser sas,,fr,464291,Endress + Hauser,FR946250982
endress y hauser sa,A59382762,es,464297,Endress Y Hauser SA,ESA 59382762.00
"endress y hauser, s.a.",A59382762,es,464299,Endress Y Hauser SA,ESA 59382762.00
endress+ hauser polska sp. z o.o.,,pl,464300,ENDRESS + HAUSER POLSKA Sp. z o.o.,PL011213925
enea logistyka sp. z o.o.,,pl,464366,Enea Logistyka Sp. z o.o.,PL630985650
enea operator sp z o.o.,,pl,464369,ENEA Operator Sp. z o.o.,PL300455398
enea s.a,,pl,464378,Enea S.A.,PL630139960
"enea s.a,",,pl,464382,Enea S.A.,PL630139960
enea s.a.,,,464383,Enea S.A.,PL630139960
"enea s.a.,",,pl,464425,Enea S.A.,PL630139960
enea sa,,,464439,Enea S.A.,PL630139960
enea sa.,,pl,464447,Enea S.A.,PL630139960
enea. s.a.,,pl,464473,Enea S.A.,PL630139960
eneco belgium,,be,464487,Eneco Belgium,BE0683948879
eneco emobility bv,,nl,464496,Eneco eMobility B.V.,NL70990921
enefit solutions as,10633284,ee,464526,Enefit Solutions AS,EE10633284
enefit uab,,lt,464528,Enefit UAB,LT300649187
enel energia s.p.a,,it,464556,Enel Energia S.P.A.,IT06655971007
enel energia s.p.a,,it,464556,Enel Energia S.P.A,IT12845340152
enel energia s.p.a.,,,464557,Enel Energia S.P.A.,IT06655971007
enel energia s.p.a.,,,464557,Enel Energia S.P.A,IT12845340152
enel energia s.p.a.;,,it,464559,Enel Energia S.P.A.,IT06655971007
enel energia s.p.a.;,,it,464559,Enel Energia S.P.A,IT12845340152
enel energia spa,,it,464560,Enel Energia S.P.A.,IT06655971007
enel energia spa,,it,464560,Enel Energia S.P.A,IT12845340152
enel global trading spa,,it,464569,Enel Global Trading S.P.A.,IT05918271007
enel ingegneria e ricerca s.p.a.,,it,464570,Enel Ingegneria E Ricerca S.P.A.,IE906954
enel ingegneria e ricerca s.p.a.,,it,464570,Enel Ingegneria E Ricerca S.P.A,IT10426731005
enel sole s.r.l,,it,464578,Enel Sole S.R.L.,IT02322600541
enel sole s.r.l.,,it,464580,Enel Sole S.R.L.,IT02322600541
enel sole srl,,it,464587,Enel Sole S.R.L.,IT02322600541
enel x italia s.r.l.,,it,464594,Enel X Italia S.R.L.,IT13111961002
enelat,,fr,464603,Enelat,FR480854926
enemed co. ltd.,C66404,mt,464615,Enemed CO LTD,MTC66404
enerchauf,,,464674,Enerchauf,FR702047531
enerchauf sas,,,464679,Enerchauf,FR702047531
enercity aktiengesellschaft,,de,464689,enercity Aktiengesellschaft,DE2190001854
enercity contracting gmbh,,de,464690,enercity Contracting GmbH,DE2190557173
enerco bv,,nl,464698,Enerco B.V.,NL14047177
enerco group ab,556962-5188,se,464700,Enerco Group AB,SE5569625188
enercom srl,,it,464705,Enercom S.R.L.,IT01262680190
enercon gmbh,,de,464708,ENERCON GmbH,DE2250017296
enercon gmbh,,de,464708,Enercon GmbH,SE5020534946
enercon gmbh - sucursal em portugal,,pt,464710,Enercon Gmbh - Sucursal EM Portugal,PT980369355
enercon gmbh — sucursal em portugal,,pt,464711,Enercon Gmbh - Sucursal EM Portugal,PT980369355
"enercon gmbh, sucursal em portugal",,pt,464713,Enercon Gmbh - Sucursal EM Portugal,PT980369355
"enercon, gmbh",980369355,pt,464715,ENERCON GmbH,DE2250017296
"enercon, gmbh",980369355,pt,464715,Enercon GmbH,SE5020534946
enercoop,,fr,464719,Enercoop,FR484223094
enerest,,fr,464757,Enerest,FR501549133
energa invest sp. z o.o.,,pl,464793,Energa Invest Sp. z o.o.,PL360564590
energa obrot s.a.,,pl,464794,Energa - Obrot S.A.,PL220418835
energa s.a.,,pl,464900,Energa S.A.,PL220353024
energa sa,PL 9570968370,pl,464902,Energa S.A.,PL220353024
energa serwis sp. z o.o.,,pl,464903,Energa Serwis Sp. z o.o.,PL142863478
energa-operator s.a.,,pl,464970,Energa-Operator S.A.,PL190275904
energas s.p.a.,,it,464984,Energas S.P.A,IT00309310605
energem,,,465006,Energem,FR491415345
energent spa,,it,465028,Energent S.P.A.,IT05889601000
energeticambiente s.r.l.,,it,465037,Energeticambiente S.R.L.,IT02487130813
energeticos andalucia; s.l.,,,465042,Energeticos Andalucia SL,ESB 18287805.00
energetyka cieplna opolszczyzny s.a,,pl,465084,Energetyka Cieplna Opolszczyzny S.A.,PL531363177
energetyka cieplna opolszczyzny s.a,,pl,465084,Energetyka Cieplna Opolszczyzny S.A.,PL830277850
energetyka cieplna opolszczyzny s.a.,,pl,465085,Energetyka Cieplna Opolszczyzny S.A.,PL531363177
energetyka cieplna opolszczyzny s.a.,,pl,465085,Energetyka Cieplna Opolszczyzny S.A.,PL830277850
energetyka cieplna opolszczyzny sa,,pl,465086,Energetyka Cieplna Opolszczyzny S.A.,PL531363177
energetyka cieplna opolszczyzny sa,,pl,465086,Energetyka Cieplna Opolszczyzny S.A.,PL830277850
energi danmark a/s,,dk,465103,Energi Danmark A/S,DK17225898
energi fyn handel a/s,,dk,465118,Energi Fyn Handel A/S,DK25664132
energi salg norge as,,no,465128,Energi Salg Norge AS,NO994328417
energi teknikk as,,no,465129,Energi Teknikk AS,NO980066789
energia customer solutions limited,,ie,465143,Energia Customer Solutions Limited,IE306035
energia myynti suomi oy,,,465166,Energia Myynti Suomi Oy,FI21169673
energia polska sp. z o.o.,,pl,465177,Energia Polska Sp. z o.o.,PL022301032
energie 360 grad ag,,ch,465257,Energie 360 Grad AG,CHCHE106839415
energie graz gmbh & co kg,9110016532882,at,465326,Energie Graz GmbH & Co KG,AT9030122441
energie schwaben gmbh,,de,465347,energie schwaben gmbh,DE8030012801
energie thun ag,,ch,465364,Energie Thun AG,CHCHE102720608
energie und wasser potsdam gmbh,,de,465373,Energie und Wasser Potsdam GmbH,DE2010391682
energie vertrieb deutschland evd gmbh,,,465386,Energie Vertrieb Deutschland EVD GmbH,DE2151674560
energie vertrieb deutschland – evd gmbh,,de,465393,Energie Vertrieb Deutschland EVD GmbH,DE2151674560
energie vorpommern gmbh,,de,465395,Energie Vorpommern GmbH,DE3190111668
energie wasser bern,,ch,465396,Energie Wasser Bern,CHCHE109954395
"energie2, a.s.",46113177,sk,465437,"Energie2, a.s.",SK46113177
"energie2, a.s.",46113177,sk,465437,"Energie2, a.s.",CZ28874773
energie2; a.s.,,cz,465440,"Energie2, a.s.",SK46113177
energie2; a.s.,,cz,465440,"Energie2, a.s.",CZ28874773
energieallianz austria gmbh zweigniederlassung essen,,de,465453,"ENERGIEALLIANZ Austria GmbH, Zweigniederlassung Essen",DE5110452794
energieried gmbh & co. kg,,de,465518,ENERGIERIED GmbH & Co. KG,DE6270095527
energieversorgung gera gmbh,,de,465564,Energieversorgung Gera GmbH,DE3110008117
energieversorgung greiz gmbh,,de,465566,Energieversorgung Greiz GmbH,DE3110031131
energieversorgung mittelrhein gmbh,,de,465584,Energieversorgung Mittelrhein GmbH,DE5170002536
energieversorgung oelde gmbh,,de,465587,Energieversorgung Oelde GmbH,DE4130055305
energieversorgung schwerin gmbh & co kg,,de,465597,Energieversorgung Schwerin GmbH & Co. KG,DE3330162759
energieversorgung schwerin gmbh & co. kg,,de,465598,Energieversorgung Schwerin GmbH & Co. KG,DE3330162759
energieversorgung schwerin gmbh & co.kg,,de,465599,Energieversorgung Schwerin GmbH & Co. KG,DE3330162759
energieversorgung selb-marktredwitz gmbh,,de,465601,Energieversorgung Selb-Marktredwitz GmbH,DE8070002175
energiewacht nv,,nl,465609,Energiewacht N.V.,NL56155247
energifabriken i sverige ab,,se,465619,Energifabriken i Sverige AB,SE5566989793
energijos tiekimas uab,,lt,465630,Energijos Tiekimas UAB,LT302449388
energilec,,fr,465645,Energilec,FR322152851
energo operator sp. z o.o,5213468474,pl,465761,Energo Operator Sp. z o.o.,PL141267107
energo operator sp. z o.o.,,pl,465762,Energo Operator Sp. z o.o.,PL141267107
"energo operator sp. z o.o.,",,pl,465771,Energo Operator Sp. z o.o.,PL141267107
energo sp. z o.o.,,pl,465790,Energo Sp. z o.o.,PL050531997
energobit prod s.r.l.,,ro,465915,Energobit Prod SRL,RO11868187
energobit s.a.,,ro,465916,Energobit S.A.,RO211717
energobit sa,,ro,465919,Energobit S.A.,RO211717
energoinstal s.a.,,pl,465962,Energoinstal S.A.,PL271076705
energoinstal sa,,pl,465963,Energoinstal S.A.,PL271076705
energomontaj s.a.,,ro,466023,Energomontaj SA,RO1555468
energomontaj sa,,ro,466025,Energomontaj SA,RO1555468
energomontaj sa.,,ro,466026,Energomontaj SA,RO1555468
"energon grid, s.r.o.",25727362,cz,466070,"ENERGON Grid, s.r.o.",CZ25727362
energoport sp. z o.o.,,pl,466111,ENERGOPORT Sp. z o.o.,PL272497107
energotechnika-energorozruch s.a.,,pl,466199,Energotechnika-Energorozruch S.A.,PL273239927
energotechnika-energorozruch sa,,pl,466205,Energotechnika-Energorozruch S.A.,PL273239927
energy assets limited,,uk,466286,Energy Assets Limited,GB05417114
energy coal s.p.a.,,it,466315,Energy Coal S.P.A.,IT03647280100
energy coal spa,,it,466316,Energy Coal S.P.A.,IT03647280100
energy delivery solutions ad,6822380,mk,466332,Energy Delivery Solutions AD,MK6822380
energy pool developpement,,fr,466403,Energy Pool Developpement,FR511797904
energy retail srl,,it,466413,Energy Retail S.R.L.,IT02584370353
energy solutions,,ie,466432,"Energy Solutions Co.,Ltd",KR1101111501554
energy solutions,,ie,466432,Energy Solutions LLC,US132817829L
energy supply,,mk,466445,Energy Supply,BG175392783
energy technology srl,,it,466461,Energy Technology S.R.L.,IT03148211208
energy.dis srl,,it,466471,Energy.Dis S.R.L.,IT02254400217
energy4u gmbh,,de,466474,energy4u GmbH,DE7110325974
eneria,,,466549,Eneria,FR352774079
eneria sas,,fr,466557,Eneria,FR352774079
eneria sp. z o.o.,,pl,466559,Eneria Sp. z o.o.,PL013129241
enerim oy,FI24021383,fi,466570,Enerim Oy,FI24021383
eneris ekologiczne centrum utylizacji sp. z o.o.,,pl,466579,Eneris Ekologiczne Centrum Utylizacji Sp. z o.o.,PL891042014
eneris surowce s.a,,pl,466606,Eneris Surowce S.A.,PL012914009
eneris surowce s.a.,,pl,466610,Eneris Surowce S.A.,PL012914009
enerke oy,1747641-9,fi,466647,Enerke Oy,FI17476419
enerlis,,,466660,Enerlis,FR798562450
enerlis sas,,fr,466663,Enerlis,FR798562450
enermes; sl,,,466680,Enermes SL,ESB 29750932.00
"enerplus, s.l.",,,466719,Enerplus SL,ESB 14343586.00
enerplus; s.l.,,,466725,Enerplus SL,ESB 14343586.00
enersol,,be,466782,Enersol,BE0874697993
enersys ltd,,uk,466790,Enersys,US233058564
enersys ltd,,uk,466790,Enersys Ltd.,GB00731261
enersys ltd,,uk,466790,Enersys INC,US131846509L
enersys srl,,it,466792,Enersys S.R.L,IT00679450197
"enersys, s.r.o",45241759,cz,466794,"EnerSys, s.r.o.",CZ45241759
"enersys, s.r.o.",45241759,cz,466795,"EnerSys, s.r.o.",CZ45241759
enerxenia s.p.a.,,it,466829,Enerxenia S.P.A.,IT02612800132
enerxenia spa,,it,466830,Enerxenia S.P.A.,IT02612800132
enesa a.s.,27382052,cz,466841,ENESA a.s.,CZ27382052
enesa as.,,,466842,ENESA a.s.,CZ27382052
"enesa, a.s.",27382052,cz,466843,ENESA a.s.,CZ27382052
enesta sp. z o.o. w restrukturyzacji,8652135842,pl,466848,Enesta Sp. z o.o. w Restrukturyzacji,PL830453070
enet,,fr,466850,"E-Net Co.,Ltd.",JP9010001065925
enforcesco sa,,pt,466932,"Enforcesco, S.A.",PT509816525
"enforcesco, s.a.",509816525,pt,466935,"Enforcesco, S.A.",PT509816525
engage,,uk,466965,Engage,FR521686857
engage esm,,uk,466975,Engage ESM LTD,GB04176016
engel austria gmbh,,at,467038,ENGEL AUSTRIA GmbH,AT9070002212
engel cz s.r.o.,,cz,467040,"ENGEL CZ, s.r.o.",CZ45311510
"engel cz, s.r.o.",,cz,467041,"ENGEL CZ, s.r.o.",CZ45311510
engel polska sp. z o.o.,,,467049,Engel Polska Sp. z o.o.,PL017428160
engel uk limited,,,467058,Engel U.K. Limited,GB00798939
engelhard gmbh,,de,467095,Engelhard GmbH,DE8330294932
engels,,,467117,Engels,BE0882990604
engen,,fr,467153,Engen LTD,ZA20032KS
engicon,,jo,467205,Engicon,BE0421949505
engie,,,467210,Engie,FR542107651
engie,,,467210,Engie,GBML6288379
