"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","dataset","first_seen","last_seen","last_change"
"my-ale-6d8d8e1ac29c970d3e033414a9069804b1f3273d","LegalEntity","Aruna Travel","","","","","","2013-09-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6d9758917be5eaf189c3ed426f63b4cc763a9d99","LegalEntity","Honest Group Ltd","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6dc5b5ed6331338628e2a468b80b23910eb3768a","LegalEntity","XIG Limited","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6e019eb73135aea154c26029dabb61e4271971f9","LegalEntity","BFS Markets Ltd","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6e1c1b5324e099ce30f4afd3f6e0b43a8b2e492c","LegalEntity","Golden Speed Trading (002252254-K)","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6f12c3fdadef481a05c57cb3e1579e33e1982a24","LegalEntity","KL FxUnited Club","","","","","","2015-04-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-6fb5de39799e0de7a805fa6fc1a7e05e54f99ea7","LegalEntity","RC Group Sdn Bhd","","","","","","2016-05-07","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-70bfda489c5867d8acbdf5816d016c7875436392","LegalEntity","Financial.org Malaysia","","","","","","2018-04-09","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-70cbc6b294570eea23887dd3838e2045ca9d8115","LegalEntity","LocusNetwork4u.com","","","","","","2015-05-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-71533364059c83d9030bdeed65b0928e34c7b54b","LegalEntity","Kudaemas","","","","","","2014-10-20","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-72abf644cbd6b7e9572bf53ca9488792d4b86fa5","LegalEntity","Ezy Save Trading (PG0216560 - V)","","","","","","2017-09-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7316ed3f9e052fb871614011dfde5ecb8cd6b569","LegalEntity","RC Group","","","","","","2016-05-07","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-735494e8e6206d903e8682690601c3b4c54707a8","LegalEntity","AsiaLink Globe Capital","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7360b0ff76466ccdf1016f9ddf9d2dd081035394","LegalEntity","Wadiah Trading","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-73be13a49e37eaaed741b7f070b49ff40071e0a6","LegalEntity","O2 Only One","","","","","","2017-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-740cfbfdf45464dcf10d23f713ce7c73fe94d36e","LegalEntity","TriumphFX","","","","","","2023-03-03","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-74f319a0c9a387826b7dd827a7f6c7b6cc5b93e8","LegalEntity","Mateen Acquisition Global (002693981K)","","","","","","2018-10-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7600af28ea67ac8b79e63629bcc4e5b63943ca0e","LegalEntity","Ethtrade Malaysia","","","","","","2017-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7626d4893f6d7897971c8917aa742b13eb4ea90c","LegalEntity","JM Communications & Technology Sdn Bhd (702054-V)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-779ba035d018b6927f79154dc307fd6f844a7d98","LegalEntity","Extra Capital Programme","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-77e7fd7f602c1113f19ca4146075a717340384a6","LegalEntity","Provisio Multimedia","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7866005b377e3bf332febaacba0b2bbeba2acbf4","LegalEntity","CYL4U Resources","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-78669e20006410098f34e6bfa72e6ca96e6386f8","LegalEntity","GGT Golds Sdn Bhd (547290-D)","","","","","","2016-02-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-787446fb3044597aa11e3423562acf652b8647d5","LegalEntity","Keenan Capital Group","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-797e72cbc62a04be1c151c956dc3ba9b0099a28d","LegalEntity","Next Generation mall","","","","","","2016-09-15","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-79995661713ab1917929ab36f6aa412f1e8b0029","LegalEntity","Empires Making Money For You (EMM4U)","","","","","","2018-02-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-79d04c2750d64cc166e0109dab3d6c70a76b22d8","LegalEntity","Exorbitance Influence Sdn Bhd (1191499-U)","","","","","","2017-01-09","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7a0ec2706a72fa1493fc26977c9fed8feee3de8d","LegalEntity","Premier Point Market Sdn Bhd (1166245-K)","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7a3c2abda5b318e75718f06cf77eb0ca40ad41bf","LegalEntity","One AutoCash","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7aa0954e5322f3bd55c12094bd28fc62d134f5b1","LegalEntity","Dgreat Network","","","","","","2013-05-02","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7b395961a8f13fceb80679af202548708b197bee","LegalEntity","Exquisite Bottle Index Sdn Bhd (1060843T)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7c0bf5626e9c6b6fc89a6a7255fefddc09598252","LegalEntity","Syarikat Azza Motor Network Sdn Bhd (104795-P)","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7d4f3c4b6075f04f0b654df9f4eb341acb9ad661","LegalEntity","Arribhu Suci Enterpise","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7ded61db62b890e7b17da11638dce5c5320858dd","LegalEntity","Emgoldex (Emirates Gold Exchange)","","","","","","2015-04-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7e38ec759bdce58cba2781bcf572d364b28d7f2c","LegalEntity","Smarthink Trading (001973331 - M)","","","","","","2017-09-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7f18e47cc7f2211303984096177344217acb06db","LegalEntity","Ethtrade Limited","","","","","","2017-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-7f683177068d57bcaae352ad47d8e1453343d0c0","LegalEntity","Changkat Agro Resources (IP 0353991V)","","","","","","2015-05-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-806127696bd61d341335c5297a9cac793ff83b99","LegalEntity","Uni Argrow (Cambodia) Co. Ltd","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-80e7fb84983d8195a4b7732500b2d57c215be236","LegalEntity","UK Trade Online","","","","","","2021-01-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8152c4ae5ac0db78f12977b413550a8635e7bb1e","LegalEntity","Program I-Rich","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-81cd6bad1d4f7e50ff3dac78c25552d0cca5fe6f","LegalEntity","Astral Progress Sdn Bhd (989294-K)","","","","","","2015-10-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-81e462a5db3ca73781f173c48d6167e2e2a36d14","LegalEntity","AU79 International","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-822c9feb6e491e54577ec69d741896dcf740f15c","LegalEntity","RMMUDAH.COM","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-82af27919fcd42377a624bdcd25737e3eb0f1265","LegalEntity","DM Rise Enterprise (PG 0262929-H)","","","","","","2014-10-20","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-83a2acf4499581e989d134962bf32635342b1937","LegalEntity","LS Gold Bullion Sdn Bhd (235435-H)","","","","","","2013-03-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-83bdf6f2da2d54de3dd3cdbc5c4b363bf185787a","LegalEntity","Norry Setia Ent (TR0103958-M)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8409c5f1846cdac971af750c4af68fef1ee65d4d","LegalEntity","Retro Titan Sdn Bhd","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-842d541be7b20025db86632ae17d9b70f239aa3b","LegalEntity","Webster Trade Consulting Sdn Bhd (1171420D)","","","","","","2017-02-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-844bef018e88316da1d81f6b79d85110d4cee547","LegalEntity","Itradex","","","","","","2017-05-17","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-87459427aa4931b3d5265db82807543c10490ec9","LegalEntity","Overseas Delight Sdn Bhd (614245-W)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-877b9710511de3fb9ffe21dc2922a634868d5b1f","LegalEntity","Kelab Kebajikan dan Sosial Tun Teja Malaysia","","","","","","2013-05-02","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-87adb9ff1485c2f32f7de11752f2085b09095b9b","LegalEntity","Pelaburan 2023 abrdn","","","","","","2023-09-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-87bf0f8182ee031975593fb2b7f3fab839414dd3","LegalEntity","Raise Sea Trading","","","","","","2023-12-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-87bff199cc38731410afaa40999897824df1551f","LegalEntity","Mida Pelaburan Malaysia","","","","","","2024-10-01","","","Malaysia Financial Consumer Alert List","2024-10-02T20:56:06","2025-01-07T20:56:03","2024-10-02T20:56:06"
"my-ale-88c92f61a9e378aafa8888937dd5ecfcb459602c","LegalEntity","Safeena Gold Gallery (IP0386035-U)","","","","","","2016-02-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-88d336153f87257276a3c8fbd8e2290084d1451c","LegalEntity","Gain FX Capital Sdn Bhd","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8a086677b4e4f76367bf6ef48ad329ec2388f772","LegalEntity","Making Money For You (MM4U)","","","","","","2018-02-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8a0f73489eab489f4e36e741ec7385e01e1adabe","LegalEntity","Opai FX","","","","","","2024-01-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8a3f2e4a05a242325363cf8a87cc687504ba1904","LegalEntity","Lindale Ventures (003041846 – U)","","","","","","2020-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8a523784f2894700e7c8f644a8d5a8b25a33b4fa","LegalEntity","MGC Capital Sdn Bhd","","","","","","2016-06-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8ae69eb004641b2f1909b2008c6b8a0afae1e770","LegalEntity","Top Syariah","","","","","","2023-12-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-10-02T20:56:06"
"my-ale-8bb13cb1234a5d7942f5c398af3c529ec995308c","LegalEntity","DDNK Menang Saham (potential clone entity)","","","","","","2024-10-01","","","Malaysia Financial Consumer Alert List","2024-10-02T20:56:06","2025-01-07T20:56:03","2024-10-02T20:56:06"
"my-ale-8c2f5aa376a437f4328e18d9edd0ba6bc1ab6324","LegalEntity","MyDAS FA (not related to MyDAS FA Sdn.Bhd)","","","","","","2023-09-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8c969693b9265c8ef3d70c0b0ca3e8eb459a662f","LegalEntity","Xcelent Job Trading (001971755P)","","","","","","2017-01-09","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8d03632015eb9e14e1302d089d9f180ba2b897e3","LegalEntity","Arris Merchant Bank","","","","","","2021-10-15","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8d09e61bc7f880e244ff674b15755d6f85c7b288","LegalEntity","Dana Heritage","","","","","","2019-05-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8d81516077e9e56f0202a551f9a3e911aeb462a6","LegalEntity","JMI Global","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8e085fdcb78efc0c48c131aba728a1079a592366","LegalEntity","Power Trade Asia Sdn Bhd (933528-T)","","","","","","2013-11-12","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-8e66ca0d038336c528122b8ce6612e5269e2ee91","LegalEntity","OctaFX","","","","","","2022-08-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-10-15T20:56:07"
"my-ale-8f1686e48ee64b3e717a4a487859a589fd5d8b4f","LegalEntity","NTB Agencies Sdn Bhd (1039052-M)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9080d40db09c8db73669810f5b8e8b093e55fc64","LegalEntity","Suisse Coins Sdn Bhd","","","","","","2015-04-10","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-90fb1ac0ff1fc4df0c024798ec393efde65e49a1","LegalEntity","Rimbun Tekad Consultancy Sdn Bhd (966620-V)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-913d9dac91c11411894656f21ae7b20395d4f102","LegalEntity","HG Resources Sdn Bhd","","","","","","2016-02-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-935e4cde0be9b197b3377b4b7d28a6b4284375b7","LegalEntity","Smart Trade Resources Sdn Bhd (1180992A)","","","","","","2017-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-93821f39f6824b8e9b685a2f0a4cb1a9f36799ae","LegalEntity","XFOX Market Sdn Bhd (1438134 - V)","","","","","","2023-06-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-945b341e2b83a4fc1c61712ff12b79462ea45d6d","LegalEntity","Sri Chempaka Emas Enterprise (SA0293336-P)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-94a9db56eea54e480259b0d5fcb395aeeb530ab7","LegalEntity","Budget Besties","","","","","","2023-09-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-95897db1bae921f276813d312dfcb2649977349e","LegalEntity","HotForex Malaysia","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-95b8a0ac149d87f9461dcfeec2c218d54dee993b","LegalEntity","Mtrade Investment Scheme","","","","","","2020-02-07","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-96eec154f51b4431dd8f4a0f5669305a02f1cee4","LegalEntity","MD Venture Group Sdn Bhd (1058936U)","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-973e0d0c38f084e0b96d54482ceb4b6e2bcb51dc","LegalEntity","Hin Huat Auto Sparts (TR0005484-X)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-97a97062657833b256734ee5e244dbe810eff8f4","LegalEntity","Grow Asia Capital Holdings (0000151641T)","","","","","","2019-01-14","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-97c024c7e538e3c124ba29841a6abebba23459ab","LegalEntity","Water World Marketing (CA0177161-P)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-98002c219a5aa7ac9d63984c8395c358dc9b1935","LegalEntity","Trillion Venture","","","","","","2015-12-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9892db0d1822fa9326ed0075e139423c7f062869","LegalEntity","Worldwide Community Programme","","","","","","2016-09-15","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-98a6ea327d0940d55c2f807bc644835270da72a1","LegalEntity","VenusFX","","","","","","2016-06-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-98b314a6e243673a3719fd70b20e3614e4cae824","LegalEntity","RN Corporate Services Sdn Bhd","","","","","","2014-02-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9a83e1a9d31c8c5b572a7046764eafb263a3ab5f","LegalEntity","TukarGold.net","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9abb1e847f8fd0cfcb333eea0504705787c74bac","LegalEntity","RCFX","","","","","","2016-05-07","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9ad19bc1c81c2302cf96d4fa3a13bde9e7b9490f","LegalEntity","i-RakyaTrader","","","","","","2020-06-22","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9b78c1f288c94a4ed4d48311a8aa5781457bfcc8","LegalEntity","Gorgeous Chain Sdn Bhd (841928-P)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9baed96cdd9fffb18a3521ef8d4a941ae11b5af1","LegalEntity","CYL Peoria Enterprise","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9bdd2c1bcc8a6cf71300a39aefdf8de2551f6f15","LegalEntity","Auto Trading Management","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9c6fac4f4944984028f709df544f0701941af384","LegalEntity","LetDuit Scheme","","","","","","2017-08-28","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9d029da3d757de529894743a03ec362c9753a390","LegalEntity","RS Capital Holdings Bhd (819833-P)","","","","","","2012-07-13","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9d2a5d490425b489ce5c7f27f6d5d7fff3581932","LegalEntity","3Sixty Venture Capital PLC","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9d3e5846c697665664aace92caa581c4afe1bf1f","LegalEntity","Perfway Traders Sdn Bhd (918583-V)","","","","","","2014-12-30","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9d9d42e1926df191e09c93af7fbfa7517e260f2a","LegalEntity","Reza Anuar Seven","","","","","","2014-10-20","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9e09633860d603902e536db2108e92b02c23b34f","LegalEntity","HSBC Bank Investment (not related to HSBC Bank Malaysia Berhad)","","","","","","2023-12-06","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9e515903d7e2007aba7643581312246b3c83d35a","LegalEntity","Jutawan Apps","","","","","","2017-09-19","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9e9baa3882a28e1dd3cd633efa5029ab42a1cbcb","LegalEntity","Global Wave Gold Corporation","","","","","","2013-11-12","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9f009b49f84db72906650b5956ce1301da03a66c","LegalEntity","JJ Poor To Rich","","","","","","2017-02-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-9f5bcf0e797dd01af202d4f14b201f622dc981fc","LegalEntity","IGOFX","","","","","","2017-07-31","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a089e002d0760a09307fee8dc7e6889b0fe4eb0e","LegalEntity","Green Buck Resources Sdn Bhd (851115-A)","","","","","","2013-05-02","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a0b34257dbec372952c4c2c60e06b2053d23dc8d","LegalEntity","Eagle Aeronautics (M) Sdn Bhd (796603-A)","","","","","","2012-09-27","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a1dc6ebf48019d40fc1f1b70df6908dc2f0f233b","LegalEntity","Keenan Prestige Services (002095851-P)","","","","","","2014-07-25","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a22f865d8d2a093d003a843d92791fdaaa77470b","LegalEntity","JJ Commerce Trading (SA0399365P)","","","","","","2017-06-29","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a2402780e2228df789df112f1e3bdefe7c975c6d","LegalEntity","Emam Copytrade","","","","","","2020-02-07","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a309fb6c15cb1c12b977d055e7ca73b1df58130e","LegalEntity","BitKingdom","","","","","","2017-02-24","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
"my-ale-a3ed2262375465c7182d9a51bda18136fea6eef3","LegalEntity","Sera Land Management & Enterprise (JM0503206-P)","","","","","","2013-01-23","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2025-01-07T20:56:03","2024-04-23T00:00:00"
